ID	DOCULECT	CONCEPT	IPA	SEGMENTS	ALIGNMENT	COGID
3617	Ishigaki	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3618	Ishigaki	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3619	Ishigaki	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3620	Ishigaki	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3621	Ishigaki	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3622	Ishigaki	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3623	Ishigaki	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3624	Ishigaki	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3625	Ishigaki	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3626	Ishigaki	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3627	Ishigaki	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3628	Ishigaki	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3629	Ishikawa	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3630	Ishikawa	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3631	Ishikawa	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3632	Ishikawa	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3633	Ishikawa	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3634	Ishikawa	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3635	Ishikawa	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3636	Ishikawa	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3637	Itoman	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3638	Itoman	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3639	Itoman	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3640	Itoman	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3641	Itoman	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3642	Itoman	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3643	Itoman	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3644	Izena	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3645	Izena	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3646	Izena	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3647	Izena	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3648	Izena	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3649	Izena	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3650	Izena	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3651	Izena	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3652	Kagoshima	VERB_MORPHEME	o	o	- - - o - - - - - -	92
3653	Kagoshima	VERB_MORPHEME	ʔ	ʔ	- - - - - - - - - ʔ	92
3654	Kagoshima	VERB_MORPHEME	ʔ	ʔ	- - - - - - - - - ʔ	92
3655	Kagoshima	VERB_MORPHEME	ʔ	ʔ	- - - - - - - - - ʔ	92
3656	Kametsu	VERB_MORPHEME	iː	iː	- - - iː - - - - - -	92
3657	Kametsu	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3658	Kametsu	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3659	Kametsu	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3660	Kametsu	VERB_MORPHEME	r u i	r u i	r - - u - - - - i -	92
3661	Kametsu	VERB_MORPHEME	r u i	r u i	r - - u - - - - i -	92
3662	Kametsu	VERB_MORPHEME	r u i	r u i	r - - u - - - - i -	92
3663	Kametsu	VERB_MORPHEME	r u i	r u i	r - - u - - - - i -	92
3664	Kametsu	VERB_MORPHEME	r u i	r u i	r - - u - - - - i -	92
3665	Kametsu	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3666	Kametsu	VERB_MORPHEME	u i	u i	- - - u - - - - i -	92
3667	Kametsu	VERB_MORPHEME	u i	u i	- - - u - - - - i -	92
3668	Kametsu	VERB_MORPHEME	u i	u i	- - - u - - - - i -	92
3669	Kametsu	VERB_MORPHEME	u i	u i	- - - u - - - - i -	92
3670	Kametsu	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3671	Kametsu	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3672	Kametsu	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3673	Keraji	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3674	Keraji	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3675	Keraji	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3676	Keraji	VERB_MORPHEME	t u i	t u i	- - t u - - - - i -	92
3677	Keraji	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3678	Keraji	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3679	Keraji	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3680	Koniya	VERB_MORPHEME	j u m	j u m	- - - - - - - j u m	92
3681	Koniya	VERB_MORPHEME	j u m	j u m	- - - - - - - j u m	92
3682	Koniya	VERB_MORPHEME	j u m	j u m	- - - - - - - j u m	92
3683	Koniya	VERB_MORPHEME	j u m	j u m	- - - - - - - j u m	92
3684	Koniya	VERB_MORPHEME	j u m	j u m	- - - - - - - j u m	92
3685	Koniya	VERB_MORPHEME	r j u m	r j u m	- - - - r - - j u m	92
3686	Koniya	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3687	Koniya	VERB_MORPHEME	u m	u m	- - - - - - - - u m	92
3688	Koniya	VERB_MORPHEME	u m	u m	- - - - - - - - u m	92
3689	Koniya	VERB_MORPHEME	u m	u m	- - - - - - - - u m	92
3690	Koniya	VERB_MORPHEME	u m	u m	- - - - - - - - u m	92
3691	Koniya	VERB_MORPHEME	u m	u m	- - - - - - - - u m	92
3692	Koniya	VERB_MORPHEME	ɡ u r e j u m	ɡ u r e j u m	ɡ - - u r e - j u m	92
3693	Kudaka	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3694	Kudaka	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3695	Kudaka	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3696	Kudaka	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3697	Kudaka	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3698	Kudaka	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3699	Kudaka	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3700	Kudaka	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3701	Kuji-Oohama	VERB_MORPHEME	j u m	j u m	- - - - - - - j u m	92
3702	Kuji-Oohama	VERB_MORPHEME	j u m	j u m	- - - - - - - j u m	92
3703	Kuji-Oohama	VERB_MORPHEME	j u r	j u r	- - j u r - - - - -	92
3704	Kuji-Oohama	VERB_MORPHEME	j u r	j u r	- - j u r - - - - -	92
3705	Kuji-Oohama	VERB_MORPHEME	r j u m	r j u m	- - - - r - - j u m	92
3706	Kuji-Oohama	VERB_MORPHEME	u m	u m	- - - - - - - - u m	92
3707	Kuji-Oohama	VERB_MORPHEME	u r	u r	- - - u r - - - - -	92
3708	Kuji-Oohama	VERB_MORPHEME	u r	u r	- - - u r - - - - -	92
3709	Kuji-Oohama	VERB_MORPHEME	u r	u r	- - - u r - - - - -	92
3710	Kuroshima	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3711	Kuroshima	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3712	Kuroshima	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3713	Kuroshima	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3714	Kuroshima	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3715	Kuroshima	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3716	Kuroshima	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3717	Kuroshima	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3718	Kushi	VERB_MORPHEME	i	i	- - - i - - - - - -	92
3719	Kushi	VERB_MORPHEME	r j u r i	r j u r i	r - j u r - - - i -	92
3720	Kushi	VERB_MORPHEME	r j u r i	r j u r i	r - j u r - - - i -	92
3721	Kushi	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3722	Kushi	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3723	Kushi	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3724	Kushi	VERB_MORPHEME	u r i	u r i	- - - u r - - - i -	92
3725	Kushi	VERB_MORPHEME	u r i	u r i	- - - u r - - - i -	92
3726	Kushi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3727	Kyoto	VERB_MORPHEME	r u	r u	r - - u - - - - - -	92
3728	Kyoto	VERB_MORPHEME	r u	r u	r - - u - - - - - -	92
3729	Kyoto	VERB_MORPHEME	r u	r u	r - - u - - - - - -	92
3730	Kyoto	VERB_MORPHEME	u	u	- - - u - - - - - -	92
3731	Kyoto	VERB_MORPHEME	u	u	- - - u - - - - - -	92
3732	Kyoto	VERB_MORPHEME	u	u	- - - u - - - - - -	92
3733	Kyoto	VERB_MORPHEME	u	u	- - - u - - - - - -	92
3734	Kyoto	VERB_MORPHEME	u	u	- - - u - - - - - -	92
3735	Matsubara	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3736	Matsubara	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3737	Matsubara	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3738	Matsubara	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3739	Matsubara	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3740	Matsubara	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3741	Matsubara	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3742	Matsubara	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3743	Mugiya	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3744	Mugiya	VERB_MORPHEME	u i	u i	- - - u - - - - i -	92
3745	Mugiya	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3746	Mugiya	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3747	Mugiya	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3748	Mugiya	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3749	Mugiya	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3750	Nago	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3751	Nago	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3752	Nago	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3753	Nago	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3754	Nago	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3755	Nago	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3756	Nago	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3757	Naze	VERB_MORPHEME	k k u r a j u ɴ	k k u r a j u ɴ	k - k u r a - j u ɴ	92
3758	Naze	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3759	Naze	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3760	Naze	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3761	Naze	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3762	Naze	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3763	Naze	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3764	Naze	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3765	Naze	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3766	Naze	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3767	Naze	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3768	Naze	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3769	Naze	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3770	Ohama	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3771	Ohama	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3772	Ohama	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3773	Ohama	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3774	Ohama	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3775	Ohama	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3776	Ohama	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3777	Ohama	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3778	Ongachi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3779	Ongachi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3780	Ongachi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3781	Ongachi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3782	Ongachi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3783	Ongachi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3784	Ongachi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3785	Ongachi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3786	Ongachi	VERB_MORPHEME	ɡ u r i	ɡ u r i	- - ɡ u r i - - - -	92
3787	Ou	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3788	Ou	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3789	Ou	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3790	Ou	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3791	Ou	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3792	Ou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3793	Ou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3794	Ou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3795	Ou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3796	Ou	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3797	Ou	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3798	Oura	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3799	Oura	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3800	Oura	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3801	Oura	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3802	Oura	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3803	Oura	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3804	Oura	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3805	Ritchou	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3806	Ritchou	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3807	Ritchou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3808	Ritchou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3809	Ritchou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3810	Ritchou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3811	Ritchou	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3812	Sakimotobu	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3813	Sakimotobu	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3814	Sakimotobu	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3815	Sakimotobu	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3816	Sakimotobu	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3817	Sakimotobu	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3818	Sakimotobu	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3819	Sakimotobu	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3820	San	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3821	San	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3822	San	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3823	San	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3824	San	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3825	San	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3826	San	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3827	San	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3828	San	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3829	Sani	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3830	Sani	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3831	Sani	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3832	Sani	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3833	Sani	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3834	Sani	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3835	Sani	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3836	Sani	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3837	Sani	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3838	Sena	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3839	Sena	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3840	Sena	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3841	Sena	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3842	Sena	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3843	Sena	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3844	Sena	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3845	Serikaku	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3846	Serikaku	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3847	Serikaku	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3848	Serikaku	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3849	Serikaku	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3850	Serikaku	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3851	Serikaku	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3852	Serikaku	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3853	Shiomichi	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3854	Shiomichi	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3855	Shiomichi	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3856	Shiomichi	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3857	Shiomichi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3858	Shiomichi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3859	Shiomichi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3860	Shitooke	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3861	Shitooke	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3862	Shitooke	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3863	Shitooke	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3864	Shitooke	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3865	Shitooke	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3866	Shitooke	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3867	Shitooke	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3868	Shitooke	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3869	Shuri	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3870	Shuri	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3871	Shuri	VERB_MORPHEME	i ɴ	i ɴ	- - - - - - - - i ɴ	92
3872	Shuri	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3873	Shuri	VERB_MORPHEME	j u ɴ	j u ɴ	- - - - - - - j u ɴ	92
3874	Shuri	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3875	Shuri	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3876	Shuri	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3877	Shuri	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3878	Sonai	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3879	Sonai	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3880	Sonai	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3881	Sonai	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3882	Sonai	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3883	Sonai	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3884	Sonai	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3885	Sonai	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3886	Sonai	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3887	Taketomi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3888	Taketomi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3889	Taketomi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3890	Taketomi	VERB_MORPHEME	r u ɴ	r u ɴ	- - - - - - - r u ɴ	92
3891	Taketomi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3892	Taketomi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3893	Taketomi	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3894	Taketomi	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3895	Tarama	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3896	Tarama	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3897	Tarama	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3898	Tarama	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3899	Tarama	VERB_MORPHEME	ɭ	ɭ	- - - - - - - - - ɭ	92
3900	Tarama	VERB_MORPHEME	ɭ	ɭ	- - - - - - - - - ɭ	92
3901	Tarama	VERB_MORPHEME	ɭ	ɭ	- - - - - - - - - ɭ	92
3902	Tatsugo	VERB_MORPHEME	k k u r a j u ɴ	k k u r a j u ɴ	k - k u r a - j u ɴ	92
3903	Tatsugo	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3904	Tatsugo	VERB_MORPHEME	r j u ɴ	r j u ɴ	- - - - r - - j u ɴ	92
3905	Tatsugo	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3906	Tatsugo	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3907	Tatsugo	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3908	Tatsugo	VERB_MORPHEME	u ɴ	u ɴ	- - - - - - - - u ɴ	92
3909	Tatsugo	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3910	Tatsugo	VERB_MORPHEME	ɴ	ɴ	- - - - - - - - - ɴ	92
3911	Uechi	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3912	Uechi	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3913	Uechi	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
3914	Uechi	VERB_MORPHEME	ɨ	ɨ	- - - ɨ - - - - - -	92
